0.057752,-0.081638,0.000000,0.000000,0.000000,1.578690
0.060301,-0.079774,0.000000,0.000000,0.000000,1.578690
0.062789,-0.077830,0.000000,0.000000,0.000000,1.578690
0.065214,-0.075809,0.000000,0.000000,0.000000,1.578690
0.067575,-0.073713,0.000000,0.000000,0.000000,1.578690
0.069869,-0.071543,0.000000,0.000000,0.000000,1.578690
0.072092,-0.069302,0.000000,0.000000,0.000000,1.578690
0.074244,-0.066991,0.000000,0.000000,0.000000,1.578690
0.076322,-0.064614,0.000000,0.000000,0.000000,1.578690
0.078324,-0.062172,0.000000,0.000000,0.000000,1.578690
0.080247,-0.059669,0.000000,0.000000,0.000000,1.578690
0.082091,-0.057106,0.000000,0.000000,0.000000,1.578690
0.083853,-0.054486,0.000000,0.000000,0.000000,1.578690
0.085531,-0.051812,0.000000,0.000000,0.000000,1.578690
0.087124,-0.049086,0.000000,0.000000,0.000000,1.578690
0.088630,-0.046311,0.000000,0.000000,0.000000,1.578690
0.090048,-0.043490,0.000000,0.000000,0.000000,1.578690
0.091376,-0.040626,0.000000,0.000000,0.000000,1.578690
0.092613,-0.037721,0.000000,0.000000,0.000000,1.578690
0.093758,-0.034778,0.000000,0.000000,0.000000,1.578690
0.094809,-0.031801,0.000000,0.000000,0.000000,1.578690
0.095765,-0.028792,0.000000,0.000000,0.000000,1.578690
0.096627,-0.025755,0.000000,0.000000,0.000000,1.578690
0.097391,-0.022692,0.000000,0.000000,0.000000,1.578690
0.098059,-0.019606,0.000000,0.000000,0.000000,1.578690
0.098629,-0.016500,0.000000,0.000000,0.000000,1.578690
0.099101,-0.013379,0.000000,0.000000,0.000000,1.578690
0.099474,-0.010243,0.000000,0.000000,0.000000,1.578690
0.099748,-0.007098,0.000000,0.000000,0.000000,1.578690
0.099922,-0.003946,0.000000,0.000000,0.000000,1.578690
0.099997,-0.000789,0.000000,0.000000,0.000000,1.578690
0.099972,0.002368,0.000000,0.000000,0.000000,1.578690
0.099847,0.005523,0.000000,0.000000,0.000000,1.578690
0.099623,0.008672,0.000000,0.000000,0.000000,1.578690
0.099300,0.011813,0.000000,0.000000,0.000000,1.578690
0.098877,0.014941,0.000000,0.000000,0.000000,1.578690
0.098357,0.018055,0.000000,0.000000,0.000000,1.578690
0.097738,0.021151,0.000000,0.000000,0.000000,1.578690
0.097021,0.024226,0.000000,0.000000,0.000000,1.578690
0.096208,0.027277,0.000000,0.000000,0.000000,1.578690
0.095299,0.030301,0.000000,0.000000,0.000000,1.578690
0.094295,0.033294,0.000000,0.000000,0.000000,1.578690
0.093197,0.036254,0.000000,0.000000,0.000000,1.578690
0.092006,0.039178,0.000000,0.000000,0.000000,1.578690
0.090723,0.042063,0.000000,0.000000,0.000000,1.578690
0.089350,0.044906,0.000000,0.000000,0.000000,1.578690
0.087888,0.047704,0.000000,0.000000,0.000000,1.578690
0.086338,0.050455,0.000000,0.000000,0.000000,1.578690
0.084702,0.053155,0.000000,0.000000,0.000000,1.578690
0.082982,0.055803,0.000000,0.000000,0.000000,1.578690
0.081179,0.058395,0.000000,0.000000,0.000000,1.578690
0.079295,0.060928,0.000000,0.000000,0.000000,1.578690
0.077332,0.063401,0.000000,0.000000,0.000000,1.578690
0.075292,0.065811,0.000000,0.000000,0.000000,1.578690
0.073177,0.068155,0.000000,0.000000,0.000000,1.578690
0.070989,0.070431,0.000000,0.000000,0.000000,1.578690
0.068730,0.072637,0.000000,0.000000,0.000000,1.578690
0.066403,0.074770,0.000000,0.000000,0.000000,1.578690
0.064010,0.076829,0.000000,0.000000,0.000000,1.578690
0.061552,0.078812,0.000000,0.000000,0.000000,1.578690
0.059034,0.080716,0.000000,0.000000,0.000000,1.578690
0.056456,0.082539,0.000000,0.000000,0.000000,1.578690
0.053822,0.084280,0.000000,0.000000,0.000000,1.578690
0.051135,0.085937,0.000000,0.000000,0.000000,1.578690
0.048397,0.087509,0.000000,0.000000,0.000000,1.578690
0.045610,0.088993,0.000000,0.000000,0.000000,1.578690
0.042778,0.090388,0.000000,0.000000,0.000000,1.578690
0.039903,0.091694,0.000000,0.000000,0.000000,1.578690
0.036989,0.092908,0.000000,0.000000,0.000000,1.578690
0.034037,0.094029,0.000000,0.000000,0.000000,1.578690
0.031052,0.095057,0.000000,0.000000,0.000000,1.578690
0.028036,0.095990,0.000000,0.000000,0.000000,1.578690
0.024991,0.096827,0.000000,0.000000,0.000000,1.578690
0.021922,0.097568,0.000000,0.000000,0.000000,1.578690
0.018831,0.098211,0.000000,0.000000,0.000000,1.578690
0.015721,0.098756,0.000000,0.000000,0.000000,1.578690
0.012596,0.099204,0.000000,0.000000,0.000000,1.578690
0.009458,0.099552,0.000000,0.000000,0.000000,1.578690
0.006311,0.099801,0.000000,0.000000,0.000000,1.578690
0.003157,0.099950,0.000000,0.000000,0.000000,1.578690
0.000000,0.100000,0.000000,0.000000,0.000000,1.578690
